一个顶俩 yi'ge'ding'lia
目兔顾犬 mu'tu'gu'quan
黼蔀黻纪 fu'bu'fu'ji
鱼溃鸟散 yu'kui'niao'san
愁城难解 chou'cheng'nan'jie
包藏奸心 bao'cang'jian'xin
捉襟露肘 zhuo'jin'lu'zhou
七纵七禽 qi'zong'qi'qin
知今博古 zhi'jin'bo'gu
逐影随波 zhu'ying'sui'bo
雨覆云翻 yu'fu'yun'fan
竿头直上 gan'tou'zhi'shang
风云之志 feng'yun'zhi'zhi
养虎自残 yang'hu'zi'can
视人如伤 shi'ren'ru'shang
反治其身 fan'zhi'qi'shen
一反其道 yi'fan'qi'dao
独自茕茕 du'zi'qiong'qiong
凿隧入井 zao'sui'ru'jing
辞简意足 ci'jian'yi'zu
刻薄成家 ke'bao'cheng'jia
转败为成 zhuan'bai'wei'cheng
燔书坑儒 fan'shu'keng'ru
鼎水之沸 ding'shui'zhi'fei
提心在口 ti'xin'zai'kou
放浪无拘 fang'lang'wu'ju
积年累岁 ji'nian'lei'sui
孜孜无怠 zi'zi'wu'dai
匡合之功 kuang'he'zhi'gong
器满则覆 qi'man'ze'fu
抱冰公事 bao'bing'gong'shi
器满将覆 qi'man'jiang'fu
连城之珍 lian'cheng'zhi'zhen
说是谈非 shuo'shi'tan'fei
鸱张鼠伏 chi'zhang'shu'fu
依流平进 yi'liu'ping'jin
杯觥交杂 bei'gong'jiao'za
家至户晓 jia'zhi'hu'xiao
出于意表 chu'yu'yi'biao
矫世励俗 jiao'shi'li'su
杜门屏迹 du'men'ping'ji
纵横开合 zong'heng'kai'he
华颠老子 hua'dian'lao'zi
计日可期 ji'ri'ke'qi
暴取豪夺 bao'qu'hao'duo
魑魅罔两 chi'mei'wang'liang
持重待机 chi'zhong'dai'ji
分茅列土 fen'mao'lie'tu
银钩玉唾 yin'gou'yu'tuo
箸长碗短 zhu'zhang'wan'duan
富埒天子 fu'lie'tian'zi
余味回甘 yu'wei'hui'gan
雕虫小巧 diao'chong'xiao'qiao
帏箔不修 wei'bo'bu'xiu
三折其肱 san'zhe'qi'gong
事捷功倍 shi'jie'gong'bei
轻裘朱履 qing'qiu'zhu'lv
丢丢秀秀 diu'diu'xiu'xiu
担惊忍怕 dan'jing'ren'pa
鼠入牛角 shu'ru'niu'jiao
张机设阱 zhang'ji'she'jing
土壤细流 tu'rang'xi'liu
终始若一 zhong'shi'ruo'yi
强文假醋 qiang'wen'jia'cu
星霜屡移 xing'shuang''yi
不避汤火 bu'bi'tang'huo
飞蓬随风 fei'peng'sui'feng
开雾睹天 kai'wu'du'tian
龈齿弹舌 ken'chi'dan'she
炊琼爇桂 chui'qiong'ruo'gui
号寒啼饥 hao'han'ti'ji
焚香列鼎 fen'xiang'lie'ding
口血未乾 kou'xue'wei'gan
黄中内润 huang'zhong'nei'run
爱老慈幼 ai'lao'ci'you
不见棺材不下泪 bu'jian'guan'cai'bu'xia'lei
卑谄足恭 bei'chan'zu'gong
众毛飞骨 zhong'mao'fei'gu
画地作狱 hua'di'zuo'yu
济弱扶危 ji'ruo'fu'wei
气竭形枯 qi'jie'xing'ku
毒泷恶雾 du'long'e'wu
伯俞泣杖 bo'shu'qi'zhang
风餐雨宿 feng'can'yu'su
击鞭锤镫 ji'bian'chui'deng
诛故贳误 zhu'gu'shi'wu
愚眉肉眼 yu'mei'rou'yan
以荷析薪 yi'he'xi'xin
演武修文 yan'wu'xiu'wen
寸蹄尺缣 cun'ti'chi'jian
鉴影度形 jian'ying'du'xing
鱼沉雁静 yu'chen'yan'jing
洽闻强记 qia'wen'qiang'ji
欲谁归罪 yu'shui'gui'zui
抠心挖肚 kou'xin'wa'du
德重恩弘 de'zhong'en'hong
邻父之疑 lin'fu'zhi'yi
瑞应灾异 rui'ying'zai'yi
窝停主人 wo'ting'zhu'ren
根牙盘错 gen'ya'pan'cuo
食不糊口 shi'bu'hu'kou
遗簪脱舄 yi'zan'tuo'xi
高情远韵 gao'qing'yuan'yun
气逾霄汉 qi'yu'xiao'han
恶盈衅满 e'ying'xin'man
放诞任气 fang'dan'ren'qi
秉文兼武 bing'wen'jian'wu
卓乎不群 zhuo'hu'bu'qun
坎止流行 kan'zhi'liu'xing
长吁短气 zhang'xu'duan'qi
阿旨顺情 a'zhi'shun'qing
樗栎散材 chu'li'san'cai
哀乐相生 ai'le'xiang'sheng
双桂联芳 shuanggui'gui'lian'fang
梦喜三刀 meng'xi'san'dao
杜门面壁 du'men'mian'bi
饵名钓禄 er'ming'diao'lu
随世沉浮 sui'shi'chen'fu
威凤祥麟 wei'feng'xiang'lin
典身卖命 dian'shen'mai'ming
观隅反三 guan'yu'fan'san
群鸿戏海 qun'hong'xi'hai
束戈卷甲 shu'ge'juan'jia
唇敝舌腐 chun'bi'she'fu
花衢柳陌 hua'qu'liu'mo
风云际遇 feng'yun'ji'yu
柴天改玉 chai'tian'gai'yu
诗庭之训 shi'ting'zhi'xun
无盐不解淡 wu'yan'bu'jie'dan
覆盆难照 fu'pen'nan'zhao
杜断房谋 du'duan'fang'mou
贪位慕禄 tan'wei'mu'lu
矜智负能 guan'zhi'fu'neng
别有心肠 bie'you'xin'chang
擿伏发奸 ti'fu'fa'jian
腹背相亲 fu'bei'xiang'qin
良史之才 liang'shi'zhi'cai
水抱山环 shui'bao'shan'huan
针芥之投 zhen'gai'zhi'tou
慈乌反哺 ci'wu'fan'bu
迁乔之望 qian'qiao'zhi'wang
蓬赖麻直 peng'lai'ma'zhi
宣化承流 xuan'hua'cheng'liu
七慌八乱 qi'huang'ba'luan
导以取保 dao'yi'qu'bao
映雪囊萤 ying'xue'nang'ying
碎首縻躯 sui'shou'mi'qu
孤鸾寡凤 gu'luan'gua'feng
杜口结舌 du'kou'jie'she
内峻外和 nei'jun'wai'he
比屋可诛 bi'wu'ke'zhu
鹤骨霜髯 he'gu'shuangran'ran
谈过其实 tan'guo'qi'shi
胡越之祸 hu'yue'zhi'huo
盎盂相击 ang'yu'xiang'ji
却步图前 que'bu'tu'qian
星行夜归 xing'xing'ye'gui
池鱼遭殃 chi'yu'zao'yang
登崇俊良 deng'chong'jun'liang
福齐南山 fu'qi'nan'shan
云窗月户 yun'chuang''hu
悲歌易水 bei'ge'yi'shui
触目悲感 chu'mu'bei'gan
浓桃艳李 nong'tao'yan'li
有一手儿 you'yi'shou'r
珠投璧抵 zhu'tou'bi'di
返老归童 fan'lao'gui'tong
澄思渺虑 cheng'si'miao'lv
怀金垂紫 huai'jin'chui'zi
呼牛作马 hu'niu'zuo'ma
天之僇民 tian'zhi'lu'min
东家夫子 dong'jia'fu'zi
九仞一篑 jiu'ren'yi'kui
苦绷苦拽 ku'beng'ku'ye
淘沙得金 tao'sha'de'jin
知物由学 zhi'wu'you'xue
倡而不和 chang'er'bu'he
吊古寻幽 diao'gu'xun'you
抉瑕摘衅 jue'xia'zhai'xin
漂蓬断梗 piao'peng'duan'geng
冬日之阳 dong'ri'zhi'yang
牛头阿旁 niu'tou'a'pang
人涉卬否 ren'she'ang'fou
风旋电掣 feng'xuan'dian'che
毡上拖毛 zhan'shang'tuo'mao
屈一伸万 qu'yi'shen'wan
金声玉服 jin'sheng'yu'fu
猿鹤虫沙 yuan'he'chong'sha
本枝百世 ben'zhi'bai'shi
念念心心 nian'nian'xin'xin
浮语虚辞 fu'yu'xu'ci
依头缕当 yi'tou'lv'dang
蛇口蜂针 she'kou'feng'zhen
空腹高心 kong'fu'gao'xin
蹈故习常 dao'gu'xi'chang
设张举措 she'zhang'ju'cuo
心服首肯 xin'fu'shou'ken
枝别条异 zhi'bie'tiao'yi
逐名趋势 zhu'ming'qu'shi
北辕南辙 bei'yuan'nan'zhe
和隋之珍 he'sui'zhi'zhen
毛举瘢求 mao'ju'ban'qiu
丰墙峭址 feng'qiang'qiao'zhi
快心遂意 kuai'xin'sui'yi
旷大之度 kuang'da'zhi'du
钻坚研微 zuan'jian'yan'wei
筚路褴褛 bi'lu'lan'lv
以狸饵鼠 yi'li'er'shu
半解一知 ban'jie'yi'zhi
群方咸遂 qun'fang'xian'sui
功均天地 gong'jun'tian'di
狐鸣篝中 hu'ming'gou'zhong
文献之家 wen'xian'zhi'jia
龙腾虎蹴 long'teng'hu'cu
食方于前 shi'fang'yu'qian
超伦轶群 chao'lun'yi'qun
走花溜冰 zou'hua'liu'bing
计穷虑尽 ji'qiong'lv'jin
目逆而送 mu'ni'er'song
撩蜂拨刺 liao'feng'bo'ci
若火燎原 ruo'huo'liao'yuan
濠梁观鱼 hao'liang'guan'yu
鹤鸣之叹 he'ming'zhi'tan
计出无聊 ji'chu'wu'liao
柔远镇迩 rou'yuan'zhen'er
火星乱冒 huo'xing'luan'mao
倒裳索领 dao'shang'suo'ling
直扑无华 zhi'pu'wu'hua
丰上杀下 feng'shang'sha'xia
乾啼湿哭 gan'ti'shi'ku
追风蹑景 zhui'feng'nie'jing
尺椽片瓦 chi'chuan'pian'wa
立地擎天 li'di'qing'tian
痛心病首 tong'xin'bing'shou
洗颈就戮 xi'jing'jiu'lu
出其不意掩其不备 chu'qi'bu'yi'yan'qi'bu'bei
尽如所期 jin'ru'suo'qi
六阳会首 liu'yang'hui'shou
名不虚言 ming'bu'xu'yan
造谋布阱 zao'mou'bu'jing
七破八补 qi'po'ba'bu
望岫息心 wang'xiu'xi'xin
谠论侃侃 dang'lun'kan'kan
一鼓一板 yi'gu'yi'ban
别置一喙 bie'zhi'yi'hui
杜耳恶闻 du'er'e'wen
慢条斯礼 man'tiao'si'li
逐近弃远 zhu'jin'qi'yuan
标新取异 biao'xin'qu'yi
公之同好 gong'zhi'tong'hao
毫厘丝忽 hao'li'si'hu
立地金刚 li'di'jin'gang
诃佛骂祖 he'fu'ma'zu
身做身当 shen'zuo'shen'dang
至死靡它 zhi'si'mi'ta
鞠躬尽力死而后已 ju'gong'jin'li'si'er'hou'yi
三复其言 san'fu'qi'yan
碎身粉骨 sui'shen'fen'gu
局地钥天 ju'di'yao'tian
倾耳侧目 qing'er'ce'mu
冬烘学究 dong'hong'xue'jiu
归忌往亡 gui'ji'wang'wang
炫奇争胜 xuan'qi'zheng'sheng
背碑覆局 bei'bei'fu'ju
负手之歌 fu'shou'zhi'ge
黄汤辣水 huang'tang'la'shui
就职视事 jiu'zhi'shi'shi
随近逐便 sui'jin'zhu'bian
噤口卷舌 jin'kou'juan'she
面争庭论 mian'zheng'ting'lun
拱揖指挥 gong'yi'zhi'hui
悼心疾首 dao'xin'ji'shou
青云得意 qing'yun'de'yi
食不充肠 shi'bu'chong'chang
插烛板床 cha'zhu'ban'chuang
抱罪怀瑕 bao'zui'huai'xia
涸鱼得水 he'yu'de'shui
求民病利 qiu'min'bing'li
积习渐靡 ji'xi'jian'mi
近不逼同 jin'bu'bi'tong
联床风雨 lian'chuangfeng'feng'yu
削趾适屦 xue'zhi'shi'ju
咸嘴淡舌 xian'zui'dan'she
要宠召祸 yao'chong'zhao'huo
咫尺威颜 zhi'chi'wei'yan
白日衣绣 bai'ri'yi'xiu
避李嫌瓜 bi'li'xian'gua
才多为患 cai'duo'wei'huan
谦谦下士 qian'qian'xia'shi
单椒秀泽 dan'jiao'xiu'ze
兵无血刃 bing'wu'xue'ren
断织之诫 duan'zhi'zhi'jie
单孑独立 dan'jie'du'li
云朝雨暮 yun'chao'yu'mu
疾走先得 ji'zou'xian'de
左书右息 zuo'shu'you'xi
变颜变色 bian'yan'bian'se
枕干之雠 zhen'gan'zhi'chou
识涂老马 shi'tu'lao'ma
目瞠口哆 mu'cheng'kou'duo
乘其不意 cheng'qi'bu'yi
欧虞颜柳 ou'yu'yan'liu
无根而固 wu'gen'er'gu
膺箓受图 ying'lu'shou'tu
耸膊成山 song'bo'cheng'shan
泰来否极 tai'lai'fou'ji
露钞雪纂 lu'chao'xue'zuan
泥古非今 ni'gu'fei'jin
尺步绳趋 chi'bu'sheng'qu
往渚还汀 wang'zhu'hai'ting
隐然敌国 yin'ran'di'guo
挨肩叠足 ai'jian'die'zu
比类从事 bi'lei'cong'shi
天低吴楚眼空无物 tian'di'wu'chu'yan'kong'wu'wu
直权无华 zhi'quan'wu'hua
骤不及防 zhou'bu'ji'fang
驽蹇之乘 nu'jian'zhi'cheng
珥金拖紫 er'jin'tuo'zi
属人耳目 shu'ren'er'mu
既明且哲 ji'ming'qie'zhe
知荣守辱 zhi'rong'shou'ru
出浅入深 chu'qian'ru'shen
焚薮而田 fen'sou'er'tian
遗风余泽 yi'feng'yu'ze
铢两分寸 zhu'liang'fen'cun
瓮里醯鸡 weng'li'xi'ji
金貂贳酒 jin'diao'shi'jiu
凫鹤从方 fu'he'cong'fang
梦撒寮丁 meng'sa'liao'ding
攘袂切齿 rang'mei'qie'chi
以日为年 yi'ri'wei'nian
情见于色 qing'jian'yu'se
辨若悬河 bian'ruo'xuan'he
金牙铁齿 jin'ya'tie'chi
花成蜜就 hua'cheng'mi'jiu
含意未申 han'yi'wei'shen
马耳春风 ma'er'chun'feng
匠遇作家 jiang'yu'zuo'jia
渔海樵山 yu'hai'qiao'shan
批亢抵巇 pi'kang'di'xi
方来未艾 fang'lai'wei'ai
见诮大方 jian'qiao'da'fang
束缊请火 shu'yun'qing'huo
朱紫难别 zhu'zi'nan'bie
雕虫小艺 diao'chong'xiao'yi
头会箕赋 tou'hui'ji'fu
忘生舍死 wang'sheng'she'si
爬耳搔腮 pa'er'sao'sai
金石可开 jin'shi'ke'kai
好心做了驴肝肺 hao'xin'zuo'le'lv'gan'fei
运筹帷帐 yun'chou'wei'zhang
柳莺花燕 liu'ying'hua'yan
粗风暴雨 cu'feng'bao'yu
动循矩法 dong'xun'ju'fa
丝发之功 si'fa'zhi'gong
不遑宁息 bu'huang'ning'xi
遗形藏志 yi'xing'cang'zhi
移形换步 yi'xing'huan'bu
颜骨柳筋 yan'gu'liu'jin
一班一辈 yi'ban'yi'bei
解甲休兵 jie'jia'xiu'bing
宾客迎门 bin'ke'ying'men
计然之策 ji'ran'zhi'ce
壸浆箪食 kun'jiang'dan'shi
舜日尧年 shun'ri'yao'nian
藏怒宿怨 cang'nu'su'yuan
防患未萌 fang'huan'wei'meng
狐埋狐扬 hu'mai'hu'yang
隋珠弹雀 sui'zhu'dan'que
加官进位 jia'guan'jin'wei
昆冈之火 kun'gang'zhi'huo
归邪转曜 gui'xie'zhuan'yao
琵琶别弄 pi'pa'bie'nong
家道从容 jia'dao'cong'rong
喝雉呼卢 he'zhi'hu'lu
见其一未见其二 jian'qi'yi'wei'jian'qi'er
铺胸纳地 pu'xiong'na'di
觞酒豆肉 shang'jiu'dou'rou
七开八得 qi'kai'ba'de
冥行盲索 ming'xing'mang'suo
十寒一暴 shi'han'yi'bao
葛巾布袍 ge'jin'bu'pao
气骄志满 qi'jiao'zhi'man
气急败丧 qi'ji'bai'sang
澄神离形 cheng'shen'li'xing
移山拔海 yi'shan'ba'hai
蝶意莺情 die'yi'ying'qing
像心如意 xiang'xin'ru'yi
风轻日暖 feng'qing'ri'nuan
沥胆濯肝 li'dan'zhuo'gan
浇瓜之惠 jiao'gua'zhi'hui
徜徉恣肆 chang'yang'zi'si
道键禅关 dao'jian'chan'guan
惊惶失色 jing'huang'shi'se
穷年累岁 qiong'nian'lei'sui
日暮路远 ri'mu'lu'yuan
暗约偷期 an'yue'tou'qi
蠹居棋处 du'ju'qi'chu
开笼放雀 kai'long'fang'que
罪不胜诛 zui'bu'sheng'zhu
望梅阁老 wang'mei'ge'lao
高才大学 gao'cai'da'xue
赳赳雄断 jiu'jiu'xiong'duan
不吐不茹 bu'tu'bu'ru
棋输先著 qi'shu'xian'zhe
褐衣疏食 he'yi'shu'shi
继继存存 ji'ji'cun'cun
迷涂知反 mi'tu'zhi'fan
朝歌暮弦 chao'ge'mu'xian
勤慎肃恭 qin'shen'su'gong
骑曹不记马 qi'cao'bu'ji'ma
龙骧凤矫 long'xiang'feng'jiao
钻洞觅缝 zuan'dong'mi'feng
朽木枯株 xiu'mu'ku'zhu
相去悬殊 xiang'qu'xuan'shu
村酒野蔬 cun'jiu'ye'shu
生栋覆屋 sheng'dong'fu'wu
端本正源 duan'ben'zheng'yuan
轻赋薄敛 qing'fu'bao'lian
贵无常尊 gui'wu'chang'zun
繁刑重赋 fan'xing'zhong'fu
潜心涤虑 qian'xin'di'lv
柳媚花明 liu'mei'hua'ming
途途是道 tu'tu'shi'dao
情重姜肱 qing'zhong'jiang'gong
三十六策走为上策 san'shi'liu'ce'zou'wei'shang'ce
汗牛塞栋 han'niu'sai'dong
河清难俟 he'qing'nan'qi
千里结言 qian'li'jie'yan
国无幸民 guo'wu'xing'min
祸迫眉睫 huo'po'mei'jie
白日说梦 bai'ri'shuo'meng
局天促地 ju'tian'cu'di
即温听厉 ji'wen'ting'li
遭逢会遇 zao'feng'hui'yu
起偃为竖 qi'yan'wei'shu
辩口利辞 bian'kou'li'ci
进退惟咎 jin'tui'wei'jiu
梨眉艾发 li'mei'ai'fa
百不一爽 bai'bu'yi'shuang
顿学累功 dun'xue'lei'gong
飞刍转饷 fei'chu'zhuan'xiang
垂名青史 chui'ming'qing'shi
虎据龙蟠 hu'ju'long'pan
掠美市恩 e'mei'shi'en
皮开肉破 pi'kai'rou'po
金镶玉裹 jin'xiang'yu'guo
患至呼天 huan'zhi'hu'tian
风尘之会 feng'chen'zhi'hui
桃花薄命 tao'hua'bao'ming
姚黄魏品 yao'huang'wei'pin
油头滑脸 you'tou'hua'lian
花林粉阵 hua'lin'fen'zhen
理足气壮 li'zu'qi'zhuang
浮以大白 fu'yi'da'bai
神不知鬼不晓 shen'bu'zhi'gui'bu'xiao
识时通变 shi'shi'tong'bian
蝇飞蚁聚 ying'fei'yi'ju
肉腐出虫 rou'fu'chu'chong
宏儒硕学 hong'ru'shuo'xue
金屋娇娘 jin'wu'jiao'niang
鞅鞅不乐 yang'yang'bu'le
束马县车 shu'ma'xian'che
才短气粗 cai'duan'qi'cu
虎珀拾芥 hu'po'shi'gai
木石心肠 mu'shi'xin'chang
趋吉逃凶 qu'ji'tao'xiong
遐尔闻名 xia'er'wen'ming
背义负恩 bei'yi'fu'en
荆室蓬户 jing'shi'peng'hu
风流雨散 feng'liu'yu'san
选妓征歌 xuan'ji'zheng'ge
张眉努目 zhang'mei'nu'mu
猛士如云 meng'shi'ru'yun
吐心吐胆 tu'xin'tu'dan
祸绝福连 huo'jue'fu'lian
箕裘堂构 ji'qiu'tang'gou
惠子知我 hui'zi'zhi'wo
规虑揣度 gui'lv'chuai'du
旧燕归巢 jiu'yan'gui'chao
海水桑田 hai'shui'sang'tian
秋月如珪 qiu'yue'ru'gui
膏唇试舌 gao'chun'shi'she
鸟革翚飞 niao'ge'hui'fei
能言会道 neng'yan'hui'dao
覆海移山 fu'hai'yi'shan
轻才好施 qing'cai'hao'shi
盎盂相敲 ang'yu'xiang'qiao
抱恨泉壤 bao'hen'quan'rang
扣槃扪烛 kou'pan'men'zhu
丛雀渊鱼 cong'que'yuan'yu
熏莸同器 xun'you'tong'qi
宁为鸡口无为牛后 ning'wei'ji'kou'wu'wei'niu'hou
恩重泰山 en'zhong'tai'shan
弘济时艰 hong'ji'shi'jian
嚎天动地 hao'tian'dong'di
随声吠影 sui'sheng'fei'ying
口坠天花 kou'zhui'tian'hua
矫尾厉角 jiao'wei'li'jiao
洞彻事理 dong'che'shi'li
刬恶锄奸 chan'e'chu'jian
济国安邦 ji'guo'an'bang
饥不暇食 ji'bu'xia'shi
人极计生 ren'ji'ji'sheng
一支半节 yi'zhi'ban'jie
瞽言妄举 gu'yan'wang'ju
风尘之慕 feng'chen'zhi'mu
曹社之谋 cao'she'zhi'mou
开华结果 kai'hua'jie'guo
枕曲藉糟 zhen'qu'ji'zao
牛马生活 niu'ma'sheng'huo
进可替不 jin'ke'ti'bu
杀身报国 sha'shen'bao'guo
书符咒水 shu'fu'zhou'shui
鸷鸟不群 zhi'niao'bu'qun
飘风苦雨 piao'feng'ku'yu
救死扶危 jiu'si'fu'wei
寿不压职 shou'bu'ya'zhi
千灾百难 qian'zai'bai'nan
行思坐忆 xing'si'zuo'yi
箕裘相继 ji'qiu'xiang'ji
橐驼之技 tuo'tuo'zhi'ji
鼻孔辽天 bi'kong'liao'tian
魂飞神丧 hun'fei'shen'sang
质非文是 zhi'fei'wen'shi
不塞下流不止不行 bu'sai'xia'liu'bu'zhi'bu'xing
谮下谩上 zen'xia'man'shang
解衣衣人 jie'yi'yi'ren
求名责实 qiu'ming'ze'shi
燋金烁石 jiao'jin'shuo'shi
浮云翳日 fu'yun'yi'ri
白往黑来 bai'wang'hei'lai
盗怨主人 dao'yuan'zhu'ren
归遗细君 gui'yi'xi'jun
豪迈不群 hao'mai'bu'qun
根深枝茂 gen'shen'zhi'mao
兵连祸深 bing'lian'huo'shen
邪魔外祟 xie'mo'wai'sui
戴头而来 dai'tou'er'lai
肥遁之高 fei'dun'zhi'gao
花容玉貌 hua'rong'yu'mao
共相唇齿 gong'xiang'chun'chi
韬光灭迹 tao'guang'mie'ji
捉生替死 zhuo'sheng'ti'si
两贤相厄 liang'xian'xiang'e
漏卮难满 lou'zhi'nan'man
赫赫英名 he'he'ying'ming
鱼沉雁渺 yu'chen'yan'miao
鱼米之地 yu'mi'zhi'di
久怀慕蔺 jiu'huai'mu'lin
言从计听 yan'cong'ji'ting
甘心情原 gan'xin'qing'yuan
留犊淮南 liu'du'huai'nan
美雨欧风 mei'yu'ou'feng
原形败露 yuan'xing'bai'lu
顽皮赖骨 wan'pi'lai'gu
日销月铄 ri'xiao'yue'shuo
食子徇君 shi'zi'xun'jun
罚不及嗣 fa'bu'ji'si
河清三日 he'qing'san'ri
机心械肠 ji'xin'xie'chang
岁聿云暮 sui'yu'yun'mu
千里骏骨 qian'li'jun'gu
一虎不河 yi'hu'bu'he
甘馨之费 gan'xin'zhi'fei
行不副言 xing'bu'fu'yan
阴凝坚冰 yin'ning'jian'bing
涣尔冰开 huan'er'bing'kai
颊上添毫 jia'shang'tian'hao
劝善黜恶 quan'shan'chu'e
权时制宜 quan'shi'zhi'yi
朽竹篙舟 xiu'zhu'gao'zhou
风驱电击 feng'qu'dian'ji
口轻舌薄 kou'qing'she'bao
池鱼笼鸟 chi'yu'long'niao
黄童皓首 huang'tong'hao'shou
分寸之末 fen'cun'zhi'mo
激忿填膺 ji'fen'tian'ying
量腹而食 liang'fu'er'shi
朝华夕秀 chao'hua'xi'xiu
如食哀梨 ru'shi'ai'li
高谈虚辞 gao'tan'xu'ci
钩辀格磔 gou'zhou'ge'zhe
龙腾虎踯 long'teng'hu'zhi
立马万言 li'ma'wan'yan
轮焉奂焉 lun'yan'huan'yan
列功覆过 lie'gong'fu'guo
镌空妄实 juan'kong'wang'shi
片甲不还 pian'jia'bu'hai
旗开取胜 qi'kai'qu'sheng
郁郁累累 yu'yu'lei'lei
单枪独马 dan'qiang'du'ma
豺虎不食 chai'hu'bu'shi
败井颓垣 bai'jing'tui'yuan
低头倾首 di'tou'qing'shou
变贪厉薄 bian'tan'li'bao
祸起隐微 huo'qi'yin'wei
盘龙卧虎 pan'long'wo'hu
打勤献趣 da'qin'xian'qu
兼包并蓄 jian'bao'bing'xu
不郎不秀 bu'lang'bu'xiu
乘龙贵婿 cheng'long'gui'xu
衡短论长 heng'duan'lun'zhang
众好众恶 zhong'hao'zhong'e
神驰力困 shen'chi'li'kun
残灯末庙 can'deng'mo'miao
盆倾瓮倒 pen'qing'weng'dao
整衣敛容 zheng'yi'lian'rong
整冠纳履 zheng'guan'na'lv
徙善远罪 xi'shan'yuan'zui
泥金万点 ni'jin'wan'dian
敝裘羸马 bi'qiu'lei'ma
川渟岳峙 chuan'ting'yue'shi
汗流接踵 han'liu'jie'zhong
面红过耳 mian'hong'guo'er
心如刀锯 xin'ru'dao'ju
操戈同室 cao'ge'tong'shi
华胥之国 hua'xu'zhi'guo
家私万贯 jia'si'wan'guan
操奇逐赢 cao'qi'zhu'ying
敲冰求火 qiao'bing'qiu'huo
攀今揽古 pan'jin'lan'gu
鹬蚌相持渔翁得利 yu'bang'xiang'chi'yu'weng'de'li
詹言曲说 zhan'yan'qu'shuo
燕巢飞幕 yan'chao'fei'mu
董狐之笔 dong'hu'zhi'bi
久而不匮 jiu'er'bu'kui
袅袅亭亭 niao'niao'ting'ting
东眺西望 dong'tiao'xi'wang
内修外攘 nei'xiu'wai'rang
赏信罚明 shang'xin'fa'ming
破业失产 po'ye'shi'chan
反身自问 fan'shen'zi'wen
盲人把烛 mang'ren'ba'zhu
拥兵自固 yong'bing'zi'gu
树倒根摧 shu'dao'gen'cui
非所计也 fei'suo'ji'ye
桂薪玉粒 gui'xin'yu'li
赌长较短 du'zhang'jiao'duan
韬形灭影 tao'xing'mie'ying
灰心槁形 hui'xin'gao'xing
吹影镂尘 chui'ying'lou'chen
寸利必得 cun'li'bi'de
考绩幽明 kao'ji'you'ming
食亲财黑 shi'qin'cai'hei
首丘夙愿 shou'qiu'su'yuan
风流佳事 feng'liu'jia'shi
耆老久次 qi'lao'jiu'ci
濠上观鱼 hao'shang'guan'yu
扶老携弱 fu'lao'xie'ruo
野人奏曝 ye'ren'zou'pu
活泼天机 huo'po'tian'ji
民有菜色 min'you'cai'se
谈优务劣 tan'you'wu'lie
广厦之荫 guang'sha'zhi'yin
三杀三宥 san'sha'san'you
大旱云霓 da'han'yun'ni
蹈仁履义 dao'ren'lv'yi
朽木生花 xiu'mu'sheng'hua
穴处知雨 xue'chu'zhi'yu
不仁起富 bu'ren'qi'fu
灰心短气 hui'xin'duan'qi
扯空砑光 che'kong'ya'guang
司马称好 si'ma'cheng'hao
暮景桑榆 mu'jing'sang'yu
岁丰年稔 sui'feng'nian'ren
蝇攒蚁聚 ying'zan'yi'ju
粉妆银砌 fen'zhuangyin'yin'qi
理胜其辞 li'sheng'qi'ci
忌讳之禁 ji'hui'zhi'jin
龙楼凤池 long'lou'feng'chi
恨之次骨 hen'zhi'ci'gu
天行时气 tian'xing'shi'qi
啖之以利 dan'zhi'yi'li
救火追亡 jiu'huo'zhui'wang
颠倒干坤 dian'dao'gan'kun
耳聋眼黑 er'long'yan'hei
豪门巨室 hao'men'ju'shi
僵仆烦愦 jiang'pu'fan'kui
春归人老 chun'gui'ren'lao
心孤意怯 xin'gu'yi'qie
问牛知马 wen'niu'zhi'ma
同美相妒 tong'mei'xiang'du
薮中荆曲 sou'zhong'jing'qu
右翦左屠 you'jian'zuo'tu
情根爱胎 qing'gen'ai'tai
泓峥萧瑟 hong'zheng'xiao'se
论短道长 lun'duan'dao'zhang
沐露梳风 mu'lu'shu'feng
曙后星孤 shu'hou'xing'gu
后出转精 hou'chu'zhuan'jing
鸾鸣凤奏 luan'ming'feng'zou
说亲道热 shuo'qin'dao're
掩恶溢美 yan'e'yi'mei
漂零蓬断 piao'ling'peng'duan
殁而不朽 mo'er'bu'xiu
长目飞耳 zhang'mu'fei'er
喜行于色 xi'xing'yu'se
时异势殊 shi'yi'shi'shu
有声无气 you'sheng'wu'qi
东捞西摸 dong'lao'xi'mo
萍水相遇 ping'shui'xiang'yu
响和景从 xiang'he'jing'cong
打牙撂嘴 da'ya'liao'zui
人穷反本 ren'qiong'fan'ben
语无诠次 yu'wu'quan'ci
亲上成亲 qin'shang'cheng'qin
剥肤及髓 bo'fu'ji'sui
方枘圜凿 fang'rui'huan'zao
翦草除根 jian'cao'chu'gen
枯脑焦心 ku'nao'jiao'xin
急处从宽 ji'chu'cong'kuan
济窍飘风 ji'qiao'piao'feng
树欲静而风不宁 shu'yu'jing'er'feng'bu'ning
言微旨远 yan'wei'zhi'yuan
耳提面训 er'ti'mian'xun
举目无依 ju'mu'wu'yi
黎庶涂炭 li'shu'tu'tan
弃文存质 qi'wen'cun'zhi
霜凋夏绿 shuang''xia'lv
